2;1;5;1;
2;2;3;10;
2;3;3;4;
3;4;3;8;
3;5;3;8;
3;6;1;10;
3;7;4;10;
3;8;5;10;
4;9;3;10;
4;10;2;2;
4;11;4;6;
4;12;3;4;
5;13;5;3;
5;14;2;5;
5;15;5;7;
7;16;4;4;
7;17;4;2;
7;18;1;10;
7;19;1;1;
8;20;4;7;
8;21;1;2;
9;22;4;4;
10;23;4;8;
10;24;1;6;
10;25;3;3;
11;26;1;9;
12;27;1;1;
12;28;4;4;
12;29;4;1;
13;30;1;5;
13;31;2;7;
13;32;3;5;
14;33;2;7;
14;34;1;3;
14;35;4;6;
14;36;5;9;
14;37;1;2;
14;38;1;6;
15;39;2;5;
16;40;1;9;
16;41;3;6;
16;42;1;7;
17;43;3;4;
17;44;1;8;
18;45;4;8;
18;46;3;9;
18;47;1;5;
18;48;5;7;
19;49;1;3;
19;50;5;4;
20;51;1;2;
20;52;5;5;
20;53;4;10;
21;54;1;1;
21;55;2;9;
21;56;4;1;
22;57;2;6;
23;58;1;10;
24;59;1;9;
24;60;3;9;
24;61;1;8;
25;62;1;7;
25;63;1;10;
25;64;1;9;
26;65;3;7;
26;66;5;3;
28;67;5;4;
31;68;4;5;
31;69;3;1;
32;70;1;1;
32;71;3;6;
33;72;3;6;
33;73;1;2;
33;74;2;5;
33;75;1;6;
34;76;3;5;
34;77;1;8;
34;78;1;1;
34;79;4;3;
34;80;1;7;
35;81;1;5;
36;82;1;4;
36;83;5;8;
36;84;1;10;
36;85;3;2;
37;86;1;3;
37;87;1;9;
37;88;1;10;
38;89;5;8;
38;90;3;6;
38;91;1;7;
39;92;2;3;
39;93;1;4;
39;94;5;10;
39;95;5;1;
41;96;3;3;
41;97;2;7;
41;98;4;7;
41;99;5;7;
42;100;1;8;
42;101;1;5;
43;102;2;7;
43;103;3;10;
43;104;3;5;
43;105;2;9;
44;106;4;4;
47;107;1;10;
48;108;2;1;
48;109;4;7;
48;110;2;5;
48;111;3;10;
49;112;1;7;
50;113;1;5;
50;114;2;4;
50;115;5;7;
50;116;1;1;
51;117;1;9;
51;118;4;3;
51;119;1;3;
51;120;1;6;
52;121;1;10;
53;122;3;1;
53;123;5;1;
53;124;1;4;
53;125;3;10;
54;126;3;4;
54;127;4;7;
54;128;3;3;
55;129;3;5;
55;130;1;5;
55;131;1;8;
56;132;1;9;
56;133;5;7;
56;134;1;6;
56;135;3;1;
57;136;3;9;
57;137;1;9;
58;138;4;3;
58;139;1;6;
59;140;4;10;
59;141;1;1;
59;142;1;6;
60;143;1;8;
60;144;1;3;
