7;1;5;7;
9;2;1;7;
10;3;1;10;
10;4;5;1;
11;5;4;3;
13;6;2;1;
15;7;4;1;
16;8;1;2;
20;9;1;2;
21;10;4;1;
22;11;5;3;
22;12;4;2;
27;13;3;6;
31;14;1;5;
31;15;2;5;
32;16;1;6;
32;17;4;7;
33;18;1;10;
33;19;3;10;
34;20;4;5;
35;21;1;3;
37;22;1;5;
37;23;1;3;
38;24;3;9;
42;25;5;7;
42;26;1;9;
43;27;1;4;
47;28;1;5;
47;29;5;6;
48;30;1;3;
48;31;4;6;
60;32;2;1;
61;33;1;9;
62;34;1;8;
62;35;1;10;
64;36;1;9;
67;37;5;7;
70;38;1;6;
72;39;4;10;
72;40;1;3;
73;41;5;8;
76;42;3;10;
77;43;3;7;
82;44;2;2;
83;45;5;1;
85;46;1;4;
86;47;2;9;
86;48;4;4;
87;49;4;7;
89;50;1;1;
93;51;4;3;
96;52;1;1;
99;53;1;7;
105;54;1;4;
106;55;3;6;
107;56;4;7;
108;57;5;7;
109;58;3;5;
110;59;1;1;
110;60;1;5;
111;61;4;6;
114;62;1;1;
115;63;5;10;
116;64;3;1;
116;65;1;10;
119;66;2;8;
120;67;2;10;
