2;1;4;3;
2;2;5;2;
2;3;2;10;
3;4;5;5;
3;5;5;9;
3;6;2;10;
4;7;2;6;
4;8;4;7;
4;9;5;4;
4;10;3;4;
5;11;2;8;
6;12;3;8;
6;13;4;5;
6;14;1;9;
9;15;1;8;
9;16;3;5;
9;17;1;4;
9;18;5;4;
10;19;1;5;
11;20;5;5;
11;21;5;6;
11;22;2;1;
12;23;3;4;
12;24;3;6;
13;25;5;10;
13;26;1;9;
13;27;3;7;
14;28;5;9;
15;29;3;2;
16;30;1;4;
16;31;2;4;
16;32;1;4;
16;33;1;1;
17;34;1;1;
17;35;1;6;
17;36;1;3;
17;37;5;7;
17;38;4;3;
17;39;1;9;
17;40;3;2;
17;41;1;10;
18;42;5;9;
18;43;1;6;
18;44;3;5;
19;45;5;9;
19;46;2;5;
21;47;2;6;
21;48;1;7;
21;49;5;2;
22;50;5;9;
22;51;5;10;
23;52;3;6;
23;53;2;8;
24;54;5;4;
24;55;1;4;
24;56;5;4;
24;57;5;5;
24;58;5;8;
24;59;3;1;
26;60;3;10;
28;61;5;10;
29;62;2;8;
30;63;4;4;
34;64;2;1;
34;65;5;8;
34;66;4;2;
35;67;4;5;
36;68;5;4;
36;69;1;7;
37;70;1;9;
39;71;4;8;
40;72;5;7;
40;73;2;2;
42;74;4;7;
43;75;3;8;
43;76;3;4;
43;77;2;1;
44;78;1;8;
44;79;3;9;
45;80;4;6;
45;81;2;2;
45;82;4;4;
46;83;3;6;
46;84;4;7;
46;85;3;6;
46;86;5;10;
47;87;4;3;
47;88;3;4;
47;89;4;6;
48;90;4;8;
49;91;3;2;
49;92;4;2;
49;93;4;2;
49;94;1;7;
50;95;1;4;
50;96;2;2;
51;97;4;1;
51;98;4;2;
52;99;4;9;
53;100;3;4;
55;101;2;8;
56;102;4;3;
57;103;1;3;
57;104;1;7;
58;105;1;1;
59;106;5;8;
60;107;2;4;
60;108;3;6;
