6;1;1;5;
11;2;3;2;
22;3;1;3;
28;4;1;7;
29;5;2;9;
31;6;3;2;
32;7;3;3;
45;8;2;7;
49;9;2;7;
60;10;4;4;
68;11;1;1;
70;12;4;6;
84;13;5;4;
99;14;1;4;
104;15;5;5;
122;16;1;1;
123;17;4;1;
127;18;2;3;
129;19;1;2;
134;20;4;9;
149;21;1;1;
152;22;5;10;
165;23;5;9;
167;24;5;3;
169;25;5;9;
169;26;3;6;
191;27;1;9;
192;28;3;8;
196;29;3;5;
207;30;3;1;
222;31;2;7;
228;32;1;6;
240;33;1;7;
251;34;2;5;
259;35;3;7;
264;36;4;2;
265;37;1;10;
267;38;4;7;
268;39;3;6;
279;40;1;8;
281;41;5;9;
296;42;4;8;
297;43;5;1;
298;44;2;7;
299;45;5;5;
306;46;5;7;
307;47;4;10;
310;48;4;7;
311;49;1;10;
312;50;2;7;
312;51;5;5;
313;52;1;7;
337;53;5;10;
340;54;4;4;
343;55;4;7;
347;56;2;6;
347;57;5;3;
354;58;2;5;
359;59;4;3;
369;60;4;8;
371;61;5;1;
382;62;2;2;
395;63;4;9;
397;64;3;4;
397;65;1;9;
398;66;4;10;
400;67;2;6;
407;68;4;5;
407;69;2;10;
420;70;3;10;
423;71;4;7;
424;72;3;2;
427;73;4;8;
440;74;4;10;
456;75;2;7;
460;76;5;4;
462;77;4;1;
462;78;4;5;
478;79;4;3;
480;80;2;5;
484;81;5;10;
485;82;1;5;
489;83;5;5;
506;84;1;10;
507;85;3;2;
510;86;1;7;
517;87;5;6;
526;88;1;10;
536;89;1;10;
536;90;1;6;
536;91;4;2;
545;92;3;4;
568;93;1;5;
579;94;5;4;
579;95;4;1;
581;96;3;2;
584;97;5;2;
585;98;1;6;
587;99;4;2;
592;100;5;5;
