3;1;4;9;
6;2;3;4;
7;3;3;9;
12;4;5;7;
13;5;3;4;
13;6;2;9;
18;7;2;9;
25;8;3;5;
26;9;2;4;
30;10;4;5;
45;11;4;4;
55;12;3;6;
57;13;5;2;
62;14;2;7;
68;15;1;10;
75;16;1;1;
76;17;3;5;
77;18;2;5;
78;19;5;9;
79;20;3;1;
80;21;4;9;
80;22;5;3;
84;23;1;1;
94;24;2;3;
107;25;2;9;
109;26;2;6;
110;27;2;9;
113;28;5;7;
113;29;2;1;
119;30;3;8;
121;31;1;9;
122;32;1;2;
125;33;3;8;
130;34;2;6;
141;35;1;3;
143;36;1;9;
147;37;4;2;
171;38;1;6;
171;39;4;4;
173;40;5;6;
181;41;4;3;
186;42;5;6;
188;43;1;1;
194;44;4;10;
198;45;3;7;
206;46;4;6;
206;47;4;7;
207;48;3;9;
211;49;3;6;
212;50;1;5;
212;51;5;7;
217;52;3;2;
218;53;1;10;
222;54;1;5;
227;55;2;8;
230;56;4;2;
239;57;3;4;
250;58;1;5;
254;59;4;2;
270;60;1;8;
273;61;4;5;
283;62;3;2;
295;63;5;7;
296;64;3;1;
298;65;3;10;
309;66;2;6;
310;67;5;4;
319;68;5;8;
321;69;4;8;
324;70;4;6;
326;71;4;7;
329;72;1;9;
332;73;3;7;
333;74;3;10;
346;75;1;5;
352;76;1;4;
353;77;3;4;
361;78;3;9;
364;79;1;9;
366;80;1;3;
373;81;2;8;
375;82;4;3;
379;83;3;5;
386;84;3;10;
399;85;3;8;
406;86;5;4;
409;87;3;3;
423;88;3;10;
426;89;4;1;
443;90;5;1;
445;91;3;9;
446;92;3;10;
447;93;3;1;
456;94;3;7;
460;95;5;10;
471;96;5;10;
473;97;1;10;
474;98;5;2;
477;99;1;1;
495;100;2;5;
499;101;5;7;
513;102;5;3;
529;103;2;3;
533;104;4;3;
536;105;1;9;
538;106;3;8;
540;107;2;3;
550;108;5;2;
576;109;3;10;
577;110;5;4;
