1;1;1;3;
23;2;5;7;
29;3;5;2;
29;4;2;4;
40;5;3;10;
41;6;4;6;
43;7;5;1;
43;8;4;2;
50;9;5;1;
57;10;4;9;
58;11;3;5;
66;12;1;8;
87;13;4;3;
91;14;5;5;
93;15;2;7;
99;16;2;1;
100;17;4;7;
104;18;4;8;
106;19;5;8;
109;20;5;2;
115;21;4;3;
120;22;4;1;
132;23;4;8;
141;24;5;9;
144;25;2;1;
150;26;1;1;
152;27;2;8;
171;28;2;9;
174;29;3;1;
178;30;4;1;
182;31;1;5;
188;32;2;4;
189;33;2;6;
192;34;3;2;
210;35;4;3;
215;36;5;10;
217;37;4;9;
220;38;2;10;
220;39;1;9;
221;40;4;4;
224;41;1;9;
231;42;1;7;
235;43;5;1;
239;44;3;10;
244;45;4;9;
248;46;3;8;
256;47;2;2;
258;48;3;4;
259;49;1;5;
260;50;4;10;
260;51;4;3;
271;52;3;9;
272;53;5;1;
275;54;4;10;
280;55;2;5;
285;56;3;7;
291;57;1;5;
299;58;2;2;
300;59;3;3;
318;60;1;7;
326;61;1;1;
326;62;1;8;
327;63;5;8;
327;64;4;4;
329;65;2;3;
330;66;3;1;
353;67;2;7;
353;68;1;2;
361;69;5;7;
363;70;4;1;
363;71;5;10;
384;72;1;3;
400;73;3;4;
401;74;4;1;
410;75;5;1;
418;76;5;3;
421;77;4;9;
425;78;4;5;
436;79;4;2;
445;80;3;10;
457;81;5;4;
459;82;5;1;
469;83;4;10;
472;84;4;4;
472;85;3;7;
475;86;3;9;
485;87;2;1;
495;88;4;4;
502;89;1;8;
510;90;5;10;
511;91;2;6;
512;92;4;7;
514;93;5;2;
516;94;2;3;
519;95;5;4;
536;96;4;2;
546;97;4;7;
555;98;3;8;
559;99;1;7;
564;100;5;8;
572;101;2;8;
573;102;4;6;
574;103;3;6;
584;104;4;7;
590;105;2;9;
590;106;4;5;
591;107;3;7;
594;108;5;8;
