4;1;2;6;
40;2;5;4;
43;3;4;10;
51;4;3;1;
56;5;4;5;
57;6;2;6;
73;7;5;4;
76;8;1;7;
99;9;3;1;
101;10;4;8;
105;11;5;7;
109;12;4;1;
111;13;4;3;
119;14;2;3;
123;15;5;7;
125;16;3;9;
138;17;1;4;
139;18;1;1;
146;19;3;3;
151;20;5;4;
153;21;5;5;
158;22;1;2;
160;23;5;3;
160;24;3;3;
166;25;1;5;
176;26;1;7;
181;27;2;4;
188;28;2;3;
190;29;2;4;
194;30;5;7;
201;31;4;2;
201;32;3;5;
205;33;5;6;
227;34;3;9;
234;35;4;4;
236;36;3;10;
240;37;1;6;
242;38;4;1;
255;39;3;2;
262;40;4;8;
265;41;3;10;
273;42;1;8;
274;43;5;2;
278;44;5;4;
301;45;4;6;
307;46;5;7;
309;47;3;2;
309;48;2;8;
316;49;4;10;
325;50;2;6;
329;51;3;2;
333;52;5;3;
336;53;5;4;
338;54;2;4;
339;55;3;2;
355;56;5;1;
358;57;1;8;
376;58;3;1;
383;59;1;7;
386;60;1;10;
387;61;2;5;
393;62;1;4;
395;63;5;3;
409;64;5;6;
445;65;2;9;
454;66;1;2;
456;67;4;10;
462;68;5;3;
467;69;3;10;
468;70;2;1;
473;71;3;1;
474;72;2;5;
490;73;1;5;
492;74;2;6;
497;75;1;9;
502;76;3;6;
510;77;4;1;
511;78;4;8;
511;79;2;7;
516;80;4;5;
532;81;1;9;
540;82;1;5;
542;83;5;10;
546;84;2;5;
548;85;3;8;
558;86;5;9;
573;87;5;9;
580;88;3;10;
584;89;1;1;
589;90;2;2;
593;91;3;10;
598;92;4;10;
