2;1;4;9;
7;2;2;4;
8;3;3;10;
12;4;4;1;
13;5;3;3;
14;6;1;2;
14;7;4;10;
19;8;5;2;
20;9;3;4;
20;10;5;4;
22;11;5;7;
25;12;2;1;
26;13;4;1;
28;14;1;1;
32;15;3;4;
33;16;5;7;
34;17;4;6;
35;18;3;9;
38;19;3;2;
39;20;1;5;
40;21;1;10;
41;22;5;7;
46;23;2;6;
47;24;5;1;
47;25;3;5;
53;26;4;3;
55;27;1;4;
57;28;1;5;
59;29;3;7;
64;30;3;2;
67;31;2;5;
70;32;1;5;
72;33;4;6;
74;34;2;6;
74;35;1;3;
75;36;5;8;
75;37;4;7;
75;38;2;6;
75;39;3;10;
82;40;4;4;
89;41;3;4;
90;42;3;4;
91;43;3;10;
91;44;5;8;
93;45;4;4;
94;46;4;3;
95;47;4;4;
97;48;3;10;
98;49;3;6;
107;50;5;5;
107;51;2;10;
107;52;5;3;
108;53;1;9;
108;54;4;8;
113;55;2;4;
114;56;3;1;
116;57;1;9;
116;58;3;5;
116;59;2;9;
117;60;1;6;
119;61;3;8;
119;62;5;8;
121;63;3;9;
122;64;1;7;
122;65;1;7;
126;66;2;7;
132;67;4;1;
143;68;2;6;
144;69;5;1;
147;70;3;9;
150;71;5;6;
151;72;4;9;
152;73;1;10;
152;74;2;8;
154;75;5;8;
158;76;4;1;
161;77;5;6;
161;78;3;8;
162;79;5;6;
163;80;3;3;
164;81;5;10;
165;82;3;5;
167;83;4;9;
168;84;3;10;
173;85;3;8;
173;86;5;6;
174;87;5;6;
175;88;3;1;
177;89;2;1;
177;90;5;3;
184;91;4;6;
184;92;3;5;
188;93;5;8;
188;94;3;2;
189;95;2;9;
190;96;5;1;
192;97;4;1;
193;98;1;7;
194;99;4;6;
195;100;2;9;
196;101;3;4;
200;102;2;3;
200;103;1;3;
