2;1;3;3;
3;2;2;5;
4;3;5;3;
8;4;5;3;
9;5;2;5;
11;6;4;7;
11;7;1;5;
13;8;5;5;
15;9;3;7;
16;10;2;2;
17;11;1;2;
21;12;5;8;
25;13;3;7;
27;14;1;5;
32;15;5;4;
33;16;4;4;
33;17;4;3;
34;18;1;1;
39;19;5;8;
40;20;4;7;
46;21;2;7;
47;22;3;10;
51;23;5;4;
54;24;3;8;
64;25;5;3;
64;26;2;8;
65;27;5;7;
67;28;1;3;
68;29;2;1;
69;30;2;1;
69;31;1;8;
70;32;1;5;
71;33;1;4;
71;34;1;6;
72;35;5;10;
74;36;1;5;
81;37;5;2;
81;38;2;3;
94;39;1;3;
94;40;2;4;
95;41;3;4;
99;42;2;5;
99;43;4;1;
100;44;4;3;
102;45;1;1;
106;46;3;2;
107;47;5;1;
111;48;1;7;
112;49;5;10;
119;50;5;10;
