1;1;3;6;
1;2;5;1;
1;3;1;7;
1;4;4;3;
2;5;3;10;
2;6;4;7;
5;7;4;9;
5;8;2;3;
5;9;2;5;
6;10;2;5;
7;11;4;6;
8;12;5;5;
9;13;5;7;
10;14;3;9;
10;15;2;1;
10;16;3;2;
10;17;4;3;
12;18;2;10;
12;19;2;5;
13;20;2;10;
14;21;3;10;
14;22;3;8;
15;23;1;3;
15;24;1;4;
16;25;1;9;
16;26;3;7;
17;27;5;3;
17;28;2;10;
18;29;2;7;
19;30;2;6;
19;31;4;8;
19;32;2;3;
21;33;2;9;
21;34;5;6;
22;35;1;10;
22;36;1;7;
22;37;5;8;
23;38;3;4;
23;39;5;10;
23;40;2;5;
23;41;3;10;
26;42;2;2;
26;43;4;4;
26;44;5;6;
26;45;1;2;
27;46;4;1;
27;47;3;3;
27;48;1;7;
27;49;3;4;
28;50;2;9;
29;51;4;5;
30;52;3;2;
31;53;2;7;
32;54;4;4;
32;55;1;5;
33;56;5;3;
34;57;1;10;
35;58;5;5;
35;59;4;9;
35;60;4;6;
36;61;5;2;
36;62;2;5;
37;63;3;1;
37;64;2;9;
38;65;4;3;
38;66;4;8;
39;67;5;4;
39;68;4;5;
41;69;2;3;
41;70;2;5;
42;71;3;9;
42;72;5;6;
42;73;3;2;
43;74;1;4;
44;75;3;8;
45;76;2;3;
45;77;5;3;
46;78;2;3;
46;79;1;3;
47;80;1;7;
48;81;3;5;
48;82;2;6;
49;83;2;9;
50;84;5;10;
50;85;2;6;
50;86;4;8;
51;87;5;2;
51;88;4;9;
54;89;2;2;
54;90;3;7;
54;91;3;5;
54;92;2;3;
54;93;5;9;
56;94;4;2;
56;95;4;6;
56;96;4;1;
57;97;1;7;
57;98;3;5;
58;99;3;5;
58;100;2;5;
58;101;3;9;
59;102;1;10;
59;103;5;8;
60;104;4;7;
60;105;3;7;
60;106;1;8;
