1;1;3;9;
1;2;4;1;
5;3;3;4;
6;4;3;1;
7;5;2;6;
8;6;1;4;
10;7;3;7;
16;8;1;3;
16;9;2;6;
33;10;3;1;
37;11;2;8;
38;12;2;2;
39;13;1;8;
52;14;3;9;
57;15;3;8;
60;16;1;4;
62;17;4;8;
63;18;1;7;
65;19;5;8;
65;20;1;10;
66;21;3;1;
72;22;2;9;
72;23;2;5;
72;24;3;10;
73;25;3;9;
74;26;2;9;
78;27;5;9;
85;28;4;5;
85;29;2;10;
85;30;2;8;
85;31;1;5;
87;32;5;4;
87;33;2;1;
87;34;3;5;
89;35;1;8;
94;36;5;4;
95;37;2;4;
97;38;4;9;
97;39;3;10;
98;40;3;4;
100;41;3;7;
100;42;2;7;
100;43;5;9;
101;44;5;7;
101;45;1;9;
107;46;3;1;
107;47;5;5;
115;48;1;5;
116;49;5;3;
118;50;1;9;
122;51;1;7;
122;52;2;9;
122;53;2;6;
124;54;4;4;
130;55;4;8;
131;56;3;6;
138;57;5;4;
138;58;4;1;
140;59;1;1;
141;60;1;3;
141;61;4;1;
143;62;1;3;
143;63;3;8;
144;64;3;1;
146;65;1;4;
148;66;5;3;
148;67;2;3;
150;68;1;10;
150;69;1;6;
154;70;4;5;
155;71;5;2;
158;72;1;8;
160;73;3;5;
165;74;3;3;
165;75;4;5;
169;76;1;6;
169;77;2;5;
169;78;1;10;
176;79;4;1;
178;80;4;4;
178;81;5;5;
180;82;2;9;
181;83;4;1;
181;84;1;7;
182;85;2;3;
183;86;3;4;
185;87;4;6;
186;88;5;2;
188;89;5;2;
188;90;1;10;
192;91;2;10;
192;92;2;2;
193;93;2;7;
196;94;2;6;
198;95;2;6;
199;96;1;1;
199;97;4;8;
200;98;5;6;
