2;1;2;2;
2;2;1;10;
6;3;5;3;
7;4;3;6;
14;5;5;4;
17;6;4;5;
20;7;1;3;
25;8;4;4;
26;9;1;7;
26;10;4;2;
28;11;2;1;
29;12;2;6;
35;13;5;3;
35;14;3;1;
37;15;5;6;
43;16;4;9;
48;17;2;4;
49;18;5;8;
51;19;2;10;
51;20;3;10;
52;21;1;4;
55;22;5;5;
55;23;1;8;
58;24;3;1;
62;25;3;9;
63;26;4;10;
64;27;1;3;
68;28;5;3;
75;29;3;2;
77;30;2;8;
81;31;3;5;
82;32;2;7;
84;33;1;3;
85;34;5;9;
85;35;3;10;
86;36;4;2;
91;37;3;5;
99;38;3;7;
100;39;3;8;
102;40;3;3;
105;41;1;6;
106;42;2;7;
108;43;5;2;
108;44;4;1;
110;45;4;10;
113;46;4;3;
