1;1;1;2;
1;2;1;9;
2;3;1;1;
2;4;2;2;
5;5;5;2;
6;6;3;4;
12;7;1;7;
13;8;3;2;
16;9;4;10;
18;10;1;6;
20;11;1;4;
22;12;3;8;
23;13;1;2;
24;14;2;1;
25;15;2;7;
25;16;1;5;
26;17;2;3;
27;18;2;7;
27;19;4;4;
28;20;3;8;
28;21;5;2;
29;22;3;2;
29;23;5;3;
30;24;4;2;
32;25;1;5;
33;26;4;1;
34;27;1;2;
36;28;2;7;
38;29;1;7;
41;30;3;2;
42;31;3;5;
44;32;1;2;
44;33;4;9;
44;34;2;5;
44;35;1;5;
45;36;1;5;
50;37;4;9;
54;38;5;3;
57;39;1;8;
60;40;3;8;
65;41;5;7;
66;42;2;7;
66;43;2;10;
68;44;1;10;
69;45;2;5;
74;46;5;3;
77;47;1;9;
77;48;4;6;
79;49;1;3;
79;50;5;6;
81;51;2;10;
83;52;1;3;
87;53;5;9;
89;54;1;6;
92;55;1;3;
93;56;2;6;
94;57;4;4;
95;58;2;1;
97;59;1;8;
98;60;4;9;
100;61;3;4;
100;62;5;3;
103;63;1;2;
104;64;2;10;
104;65;1;1;
110;66;3;10;
110;67;5;9;
113;68;4;6;
120;69;3;5;
